line_no,section_context,raw_line,days,time_ranges,course_codes,professors,groups,rooms
947,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE1 (62) (255 students),- **1:35 PM 2:30p.m.**: Batch 8          | CS4183 (Quantum Computing and Quantum Machine Learning) Dr. Om Prakash (ECR-11)/MA4124 (Quantum Computing) Dr. Jayashri D (ECR 16),Thursday,,CS4183; ECR 16; ECR-11; MA4124,Dr. Jayashri; Dr. Om Prakash,,ECR11; ECR16
948,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE1 (62) (255 students),- **2:35 -3:30 p.m.**: Batch 2         | BT4031 (Bioenergy & Biofuels) Dr. Jayato Nayak (ELT-6)/ | EC4133  (HDL for Digital System Design) Dr. Ram Mohan Vemurai (ETR-4),Thursday,2:35 -3:30,BT4031; EC4133,Dr. Jayato Nayak; Dr. Ram Mohan Vemurai,,ELT6; ETR4
949,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE1 (62) (255 students),- **3:35 -4:30 p.m.**: Batch 7       |  CS4182 (Computability and Complexity Theory) Dr. Bhanu kiran (ECR 16),Thursday,3:35 -4:30,CS4182; ECR 16,Dr. Bhanu,,ECR16
950,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE1 (62) (255 students),- **4:35 -5:30 p.m.**: Batch 9    |  EC4125 (Industrial Engineering) Dr. JL Bhattacharya (ECR 1),Thursday,4:35 -5:30,EC4125,,,ECR1
951,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE1 (62) (255 students),- **5:35-6:30 p.m.**: Batch 3  | ME4058 (IC Engines)(32) Dr. Bhaskar (ETR 5) | /BT4034 (Cosmeceuticals & Skincare) (114) Dr. Varun Kumar (ECR 15),Thursday,5:35-6:30,BT4034; ECR 15; ME4058,Dr. Bhaskar; Dr. Varun Kumar,,ECR15; ETR5
952,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE1 (62) (255 students),- **Branch**: CSE1 (62),Thursday,,,,,
956,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE2 (62),- **Branch**: CSE2 (62),Thursday,,,,,
960,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE3 (62),- **Branch**: CSE3 (62),Thursday,,,,,
964,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CSE4 (64),- **Branch**: CSE4 (64),Thursday,,,,,
968,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CM (36),- **Branch**: CM (36),Thursday,,,,,
972,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: AI1 (60) (262 students),- **08:25 – 9:20 a.m.**: AI 4102 (T3**: Reinforcement Learning) Dr. Saha (ELT-4),Thursday,08:25 – 9:20,AI 4102,Dr. Saha,,ELT4
973,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: AI1 (60) (262 students),- **09:25 – 10:20 a.m.**: AI 4103 (T4**: Computational Genomics) Dr. Nemade (ELT 4),Thursday,09:25 – 10:20,AI 4103,Dr. Nemade,,ELT4
974,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: AI1 (60) (262 students),- **Branch**: AI1 (60),Thursday,,,,,
978,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: AI2 (60),- **Branch**: AI2 (60),Thursday,,,,,
982,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: AI3 (54),- **Branch**: AI3 (54),Thursday,,,,,
986,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: ECM1 (50),- **08:25 – 9:20 a.m.**: CS 3105 (P) (Object oriented programming) (IT block 2),Thursday,08:25 – 9:20,CS 3105,,,IT Block
987,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: ECM1 (50),- **Branch**: ECM1 (50),Thursday,,,,,
991,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: ECM2 (47),- **Branch**: ECM2 (47),Thursday,,,,,
995,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: EEE (38 students),- **08:25 – 9:20 a.m.**: EE 4101 (Computer  & Communication Network) Dr. Subbarao (ECR-12),Thursday,08:25 – 9:20,ECR-12; EE 4101,Dr. Subbarao,,ECR12
996,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: EEE (38 students),- **Branch**: EEE,Thursday,,,,,
1000,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: ME (41 students),- **08:25 – 9:20 a.m.**: ME4069 (Stream course III) (P),Thursday,08:25 – 9:20,ME4069,,,
1001,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: ME (41 students),- **Branch**: ME,Thursday,,,,,
1005,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CE (32 students),- **09:25 – 10:20 a.m.**: CE 4116 (Design of steel strutures) Dr. Md Ataullah (ECR-10),Thursday,09:25 – 10:20,CE 4116; ECR-10,Dr. Md Ataullah,,ECR10
1006,4th Year — Semester 4-1 (2020 Batch) > Thursday > Section: CE (32 students),- **Branch**: CE,Thursday,,,,,
1012,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **08:25 – 9:20 a.m.**: AI 4103 (T4**: Computational Genomics) Dr. Nemade (Auditorium),Friday,08:25 – 9:20,AI 4103,Dr. Nemade,,Auditorium
1013,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **09:25 – 10:20 a.m.**: Batch 4            EC4126 (Design of Solar Photovoltaic Systems) Dr. Sreedhar Madichetty (ETR-4) / |  CE4094 (Instrumentation for Infrastructure applications) Dr. Hari Prasad Chennarapu (ECR-16)/  | CS4157 (Deep Learning) Dr. Arya (ELT-2),Friday,09:25 – 10:20,CE4094; CS4157; EC4126; ECR-16,Dr. Arya; Dr. Hari Prasad Chennarapu; Dr. Sreedhar Madichetty,EC4126,ECR16; ELT2; ETR4
1014,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **10:35-11:30 a.m**: AI 4102 (T3**: Reinforcement Learning) Dr. Saha (Auditorium),Friday,10:35-11:30,AI 4102,Dr. Saha,,Auditorium
1015,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **11:35 am-12.30 pm**: AI 4104 (T5**: AI-Interigtaed IoT) Dr. Prafulla (ELT-4),Friday,11:35 am-12,AI 4104,Dr. Prafulla,,ELT4
1016,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **1:35 PM 2:30p.m.**: AI 4104 (T5**: AI-Interigtaed IoT) Dr. Prafulla (ELT-4),Friday,,AI 4104,Dr. Prafulla,,ELT4
1017,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **2:35 -3:30 p.m.**: AI 4104 (T5**: AI-Interigtaed IoT) Dr. Prafulla (ELT-4),Friday,2:35 -3:30,AI 4104,Dr. Prafulla,,ELT4
1018,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **3:35 -4:30 p.m.**: Batch 10       ME4060 (Introduction to Systems Engineering) Dr. Bhaskar (ECR-15),Friday,3:35 -4:30,ECR-15; ME4060,Dr. Bhaskar,ME4060,ECR15
1019,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **4:35 -5:30 p.m.**: Batch 9    EC4125 (Industrial Engineering) Dr. JL Bhattacharya (ECR-11),Friday,4:35 -5:30,EC4125; ECR-11,,EC4125,ECR11
1020,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **5:35-6:30 p.m.**: Batch 5           | EC4130 (Sensors and Instrumentation)Dr. Aditiya Abburi (ETR-4)/ | EC4132 ( Machine Learning) Dr. Ankita Jain (ETR-5),Friday,5:35-6:30,EC4130; EC4132,Dr. Aditiya Abburi; Dr. Ankita Jain,,ETR4; ETR5
1021,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE1 (62) (255 students),- **Branch**: CSE1 (62),Friday,,,,,
1025,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE2 (62),- **Branch**: CSE2 (62),Friday,,,,,
1029,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE3 (62),- **Branch**: CSE3 (62),Friday,,,,,
1033,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CSE4 (64),- **Branch**: CSE4 (64),Friday,,,,,
1037,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CM (36),- **Branch**: CM (36),Friday,,,,,
1041,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI1 (60) (262 students),- **08:25 – 9:20 a.m.**: AI 4103 (T4**: Computational Genomics) Dr. Nemade  (Auditorium),Friday,08:25 – 9:20,AI 4103,Dr. Nemade,,Auditorium
1042,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI1 (60) (262 students),- **10:35-11:30 a.m**: AI 4102 (T3**: Reinforcement Learning) Dr. Saha (Auditorium),Friday,10:35-11:30,AI 4102,Dr. Saha,,Auditorium
1043,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI1 (60) (262 students),- **11:35 am-12.30 pm**: AI 4104 (T5**: AI-Interigtaed IoT) Dr. Prafulla (ELT-4),Friday,11:35 am-12,AI 4104,Dr. Prafulla,,ELT4
1044,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI1 (60) (262 students),- **1:35 PM 2:30p.m.**: AI 4104 (T5**: AI-Interigtaed IoT) Dr. Prafulla (ELT-4),Friday,,AI 4104,Dr. Prafulla,,ELT4
1045,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI1 (60) (262 students),- **2:35 -3:30 p.m.**: AI 4104 (T5**: AI-Interigtaed IoT) Dr. Prafulla (ELT-4),Friday,2:35 -3:30,AI 4104,Dr. Prafulla,,ELT4
1046,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI1 (60) (262 students),- **Branch**: AI1 (60),Friday,,,,,
1050,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI2 (60),- **Branch**: AI2 (60),Friday,,,,,
1054,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: AI3 (54),- **Branch**: AI3 (54),Friday,,,,,
1058,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: ECM1 (50),- **Branch**: ECM1 (50),Friday,,,,,
1062,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: ECM2 (47),- **Branch**: ECM2 (47),Friday,,,,,
1066,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: EEE (38 students),- **08:25 – 9:20 a.m.**: EE 4101 (Computer  & Communication Network) Dr. Subbarao (ECR-16),Friday,08:25 – 9:20,ECR-16; EE 4101,Dr. Subbarao,,ECR16
1067,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: EEE (38 students),- **Branch**: EEE,Friday,,,,,
1071,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: ME (41 students),- **08:25 – 9:20 a.m.**: ME4069 (Stream course III) Dr. Prasad (ECR-14),Friday,08:25 – 9:20,ECR-14; ME4069,Dr. Prasad,,ECR14
1072,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: ME (41 students),- **Branch**: ME,Friday,,,,,
1076,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CE (32 students),- **08:25 – 9:20 a.m.**: CE 4116 (T) (Design of steel strutures) Dr. Md Ataullah (ECR-10),Friday,08:25 – 9:20,CE 4116; ECR-10,Dr. Md Ataullah,,ECR10
1077,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CE (32 students),- **1:35 PM 2:30p.m.**: CE 4117 (Construction Planing and Managment) Dr. Sandeepan (ETR 5),Friday,,CE 4117,Dr. Sandeepan,,ETR5
1078,4th Year — Semester 4-1 (2020 Batch) > Friday > Section: CE (32 students),- **Branch**: CE,Friday,,,,,
1084,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE1 (62) (255 students),- **08:25 – 9:20 a.m.**: Batch 5  | EC4130 (Sensors and Instrumentation) Dr. Aditiya Abburi (ETR 3) | /EC4132 ( Machine Learning) Dr. Ankita Jain (ETR 4),Saturday,08:25 – 9:20,EC4130; EC4132,Dr. Aditiya Abburi; Dr. Ankita Jain,,ETR3; ETR4
1085,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE1 (62) (255 students),- **10:35-11:30 a.m**: Batch 2                       | BT4031 (Bioenergy & Biofuels) Dr. Jayato Nayak (ELT 2)  | /EC4133 (HDL for Digital System Design) Dr. Ram Mohan Vemuri (ETR 4),Saturday,10:35-11:30,BT4031; EC4133,Dr. Jayato Nayak; Dr. Ram Mohan Vemuri,,ELT2; ETR4
1086,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE1 (62) (255 students),- **1:35 PM 2:30p.m.**: Batch 7  | CS4182 (Computability and Complexity Theory) Dr. Bhanu Kiran (ECR 16),Saturday,,CS4182; ECR 16,Dr. Bhanu Kiran,,ECR16
1087,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE1 (62) (255 students),- **3:35 -4:30 p.m.**: Batch 6    | CS4164 (Wireless Sensor Networks) Dr. Rama Murthy (ECR 16),Saturday,3:35 -4:30,CS4164; ECR 16,Dr. Rama Murthy,,ECR16
1088,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE1 (62) (255 students),- **5:35-6:30 p.m.**: CS4103 (P) (Cryptography & Network Security) (IT2 block),Saturday,5:35-6:30,CS4103,,URITY,IT2 Block
1092,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE2 (62),- *(No classes scheduled)*,Saturday,,,,ES SCHEDULED,
1096,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE3 (62),- **5:35-6:30 p.m.**: CS4103 (P) (Cryptography & Network Security) (IT2 block),Saturday,5:35-6:30,CS4103,,URITY,IT2 Block
1100,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CSE4 (64),- *(No classes scheduled)*,Saturday,,,,ES SCHEDULED,
1104,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CM (36),- **Branch**: CM (36),Saturday,,,,,
1108,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: AI1 (60) (262 students),- **Branch**: AI1 (60),Saturday,,,,,
1112,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: AI2 (60),- **Branch**: AI2 (60),Saturday,,,,,
1116,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: AI3 (54),- **Branch**: AI3 (54),Saturday,,,,,
1120,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: ECM1 (50),- **Branch**: ECM1 (50),Saturday,,,,,
1124,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: ECM2 (47),- **Branch**: ECM2 (47),Saturday,,,,,
1128,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: EEE (38 students),- **Branch**: EEE,Saturday,,,,,
1132,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: ME (41 students),- **Branch**: ME,Saturday,,,,,
1136,4th Year — Semester 4-1 (2020 Batch) > Saturday > Section: CE (32 students),- **Branch**: CE,Saturday,,,,,
